trial,sign_count,stouffer_Z,inerts_q4,inerts_q6,inerts_q8,inerts_q12
4970,4,0.885438,508,514,504,502
4971,4,1.676007,516,510,510,517
4972,3,1.075174,505,484,529,516
4973,2,0.158114,503,485,518,499
4974,2,-0.379473,506,486,501,495
4975,1,0.063246,509,496,497,500
4976,1,-0.031623,497,510,497,495
4977,3,0.790569,506,513,509,497
4978,3,1.264911,514,519,511,496
4979,1,-0.758947,495,482,505,494
4980,1,-0.758947,494,476,500,506
4981,2,-0.126491,483,498,511,504
4982,2,0.347851,499,512,497,503
4983,2,0.505964,500,516,495,505
4984,2,-0.316228,487,504,501,498
4985,4,4.585303,526,519,543,557
4986,4,3.225523,527,519,528,528
4987,4,1.834121,521,508,507,522
4988,2,-1.106797,484,471,503,507
4989,0,-2.561445,492,487,471,469
4990,0,-1.359779,490,499,475,493
4991,3,0.063246,511,502,501,488
4992,4,1.043552,504,507,507,515
4993,3,-0.000000,475,507,511,507
4994,1,-0.664078,512,478,498,491
4995,0,-1.296534,500,492,483,484
4996,1,-0.411096,495,496,495,501
4997,0,-3.510128,459,486,486,458
4998,2,0.158114,501,494,510,500
4999,2,-0.158114,516,505,493,481
5000,2,0.758947,499,519,511,495
5001,0,-1.359779,492,491,492,482
5002,2,0.316228,500,493,513,504
5003,1,0.474342,499,517,499,500
5004,3,1.517893,526,518,499,505
5005,3,0.505964,494,512,502,508
5006,1,-1.138420,510,476,482,496
5007,0,-0.980306,496,492,499,482
5008,3,0.221359,503,512,488,504
5009,3,1.612762,507,499,532,513
5010,1,-1.328157,493,505,484,476
5011,4,1.454648,517,501,516,512
5012,2,0.000000,484,504,512,500
5013,3,1.676007,515,528,496,514
5014,3,0.158114,510,476,517,502
5015,3,0.822192,528,503,494,501
5016,0,-1.296534,490,497,484,488
5017,3,0.948683,524,488,514,504
5018,0,-2.087103,479,495,488,472
5019,3,1.170043,535,504,512,486
5020,3,0.758947,506,514,500,504
5021,0,-1.612762,492,494,475,488
5022,0,-1.359779,483,488,497,489
5023,0,-0.316228,500,492,500,498
5024,2,0.221359,513,524,472,498
5025,3,1.296534,515,518,496,512
5026,0,-1.201666,496,495,487,484
5027,1,-0.411096,496,491,504,496
5028,2,0.189737,506,497,495,508
5029,2,0.316228,500,513,494,503
5030,2,-0.252982,508,508,476,500
5031,4,1.454648,520,516,501,509
5032,2,0.158114,518,514,498,475
5033,1,-0.758947,487,507,491,491
5034,3,0.664078,493,515,503,510
5035,4,0.727324,505,504,513,501
5036,0,-1.581139,488,485,489,488
5037,4,2.055480,533,514,506,512
5038,2,1.138420,496,513,500,527
5039,0,-1.928989,497,477,491,474
5040,2,0.252982,497,490,511,510
5041,4,2.150349,513,520,508,527
5042,1,0.126491,497,517,492,498
5043,3,0.126491,507,485,511,501
5044,0,-4.142584,470,468,466,465
5045,1,-0.695701,506,491,491,490
5046,0,-1.707630,486,475,492,493
5047,1,-0.505964,507,483,498,496
5048,0,-3.446883,464,487,456,484
5049,4,1.707630,520,502,513,519
5050,2,-0.537587,503,490,478,512
5051,2,0.790569,487,515,497,526
5052,4,2.023858,515,519,512,518
5053,3,0.727324,512,512,485,514
5054,4,1.802498,503,528,508,518
5055,2,0.126491,484,520,492,508
5056,3,0.885438,521,510,487,510
5057,3,1.359779,525,513,494,511
5058,3,1.201666,508,510,522,498
5059,4,3.573374,529,508,543,533
5060,4,3.257146,517,536,530,520
5061,0,-1.897367,486,498,469,487
5062,3,1.581139,527,515,509,499
5063,2,0.000000,501,498,507,494
5064,0,-2.245217,487,487,479,476
5065,2,0.379473,497,517,501,497
5066,4,1.707630,512,513,503,526
5067,1,-0.252982,492,495,500,505
5068,1,-0.885438,491,507,485,489
5069,4,1.138420,507,513,505,511
5070,2,0.158114,488,500,508,509
5071,2,-0.758947,512,504,489,471
5072,3,0.948683,519,512,501,498
5073,3,0.569210,513,493,505,507
5074,0,-2.276840,483,486,485,474
5075,0,-2.940918,487,463,500,457
5076,2,0.537587,494,523,495,505
5077,3,1.739253,489,529,520,517
5078,4,1.897367,513,531,501,515
5079,1,-0.632456,500,496,481,503
5080,2,0.221359,499,511,483,514
5081,1,-0.505964,502,492,491,499
5082,1,-0.632456,496,504,481,499
5083,3,2.561445,536,543,504,498
5084,3,0.948683,495,508,517,510
5085,1,-0.537587,502,500,495,486
5086,2,0.727324,493,492,525,513
5087,1,-0.252982,496,491,495,510
5088,1,-1.517893,478,485,476,513
5089,0,-2.782804,483,475,482,472
5090,1,-1.517893,489,466,485,512
5091,3,1.928989,530,505,536,490
5092,4,0.822192,509,504,506,507
5093,3,0.822192,517,514,505,490
5094,0,-3.193900,470,483,465,481
5095,4,1.043552,523,503,501,506
5096,3,1.170043,520,512,506,499
5097,2,0.000000,517,506,484,493
5098,2,0.063246,494,508,505,495
5099,2,0.442719,508,516,497,493
5100,4,1.201666,507,516,502,513
5101,2,0.411096,502,489,523,499
5102,4,1.328157,515,516,504,507
5103,4,2.529822,505,521,518,536
5104,1,-1.423025,505,471,486,493
5105,3,0.917061,503,500,521,505
5106,0,-1.423025,485,487,485,498
5107,2,0.284605,491,488,518,512
5108,2,-0.505964,501,492,515,476
5109,3,0.664078,503,497,508,513
5110,1,-0.948683,507,495,484,484
5111,2,0.031623,486,511,499,505
5112,1,-1.897367,488,480,501,471
5113,1,-0.505964,489,494,507,494
5114,3,1.296534,526,495,515,505
5115,3,1.328157,516,498,511,517
5116,2,0.505964,488,489,525,514
5117,2,0.505964,520,495,505,496
5118,4,2.181972,513,520,516,520
5119,0,-1.043552,485,494,499,489
5120,4,3.257146,527,536,507,533
5121,2,0.347851,496,516,491,508
5122,1,-0.347851,492,499,490,508
5123,4,1.011929,507,510,502,513
5124,0,-3.921224,460,475,482,459
5125,2,0.094868,502,490,513,498
5126,2,0.094868,515,511,480,497
5127,1,-1.328157,493,509,476,480
5128,3,1.138420,503,521,498,514
5129,4,2.150349,508,526,523,511
5130,2,0.031623,492,504,508,497
5131,1,-0.632456,484,511,494,491
5132,1,-0.917061,473,483,497,518
5133,0,-2.118726,489,481,487,476
5134,2,-0.284605,492,516,504,479
5135,0,-3.604997,481,459,477,469
5136,3,0.790569,499,515,510,501
5137,0,-1.549516,481,487,486,497
5138,1,-0.442719,489,514,488,495
5139,4,2.150349,535,510,506,517
5140,1,-0.917061,486,485,497,503
5141,2,-0.569210,503,508,482,489
5142,2,-0.474342,485,503,482,515
5143,2,0.980306,513,524,494,500
5144,2,0.252982,506,516,497,489
5145,2,0.948683,496,520,500,514
5146,4,1.612762,506,508,516,521
5147,2,1.043552,494,482,539,518
5148,0,-1.264911,493,486,494,487
5149,3,0.474342,508,506,488,513
5150,4,3.067409,506,545,525,521
5151,3,1.676007,503,500,515,535
5152,2,-0.284605,504,494,501,492
5153,4,2.782804,538,511,515,524
5154,4,2.972541,528,511,528,527
5155,0,-2.561445,485,471,484,479
5156,1,-1.834121,479,482,501,480
5157,0,-1.106797,494,493,481,497
5158,0,-0.695701,495,495,489,499
5159,1,-0.252982,491,496,509,496
5160,2,-0.411096,472,496,507,512
5161,3,1.233288,513,523,490,513
5162,4,1.201666,507,515,501,515
5163,1,-0.126491,500,507,491,498
5164,3,1.201666,516,521,503,498
5165,0,-2.877673,473,491,478,467
5166,1,-0.126491,498,518,490,490
5167,3,1.897367,525,493,531,511
5168,1,-1.106797,501,486,487,491
5169,2,-0.917061,483,503,504,481
5170,3,1.011929,498,509,520,505
5171,2,-0.474342,511,485,508,481
5172,1,-0.063246,506,499,494,499
5173,3,0.885438,510,514,507,497
5174,3,1.486271,519,498,511,519
5175,0,-1.517893,487,490,491,484
5176,2,0.284605,519,496,507,487
5177,3,2.940918,518,499,543,533
5178,3,0.664078,497,506,505,513
5179,4,1.581139,535,506,502,507
5180,1,0.284605,497,537,476,499
5181,1,-1.043552,486,509,485,487
5182,2,0.158114,500,505,490,510
5183,0,-0.537587,491,497,497,498
5184,1,-0.347851,492,497,505,495
5185,1,0.094868,493,489,531,490
5186,4,1.549516,512,524,504,509
5187,3,1.296534,504,506,539,492
5188,2,0.126491,496,511,505,492
5189,3,0.158114,505,506,491,503
5190,3,0.758947,527,480,516,501
5191,2,0.411096,497,490,516,510
5192,3,0.853815,508,516,495,508
5193,3,0.126491,501,507,503,493
5194,3,0.664078,510,475,516,520
5195,4,2.719559,527,513,517,529
5196,1,-0.442719,509,497,495,485
5197,1,-0.664078,479,498,506,496
5198,3,1.423025,509,528,490,518
5199,3,0.158114,509,487,505,504
5200,1,-0.505964,499,483,492,510
5201,4,2.150349,507,530,509,522
5202,3,1.201666,510,524,508,496
5203,4,2.656313,521,524,520,519
5204,2,-0.031623,503,493,498,505
5205,2,-2.118726,464,463,502,504
5206,4,1.233288,506,514,505,514
5207,3,1.296534,498,508,527,508
5208,3,0.411096,500,502,501,510
5209,1,-1.075174,489,478,505,494
5210,3,1.106797,492,503,513,527
5211,4,1.928989,515,503,530,513
5212,3,0.822192,509,528,485,504
5213,2,0.442719,489,492,510,523
5214,2,0.031623,488,500,503,510
5215,2,-0.158114,509,514,482,490
5216,3,1.517893,501,519,530,498
5217,0,-3.130655,461,470,491,479
5218,1,-0.474342,505,480,500,500
5219,2,0.000000,512,513,495,480
5220,3,0.537587,518,492,503,504
5221,0,-1.517893,476,497,495,484
5222,0,-1.897367,473,480,487,500
5223,4,1.960612,520,506,529,507
5224,4,1.707630,523,512,508,511
5225,1,-1.075174,483,483,507,493
5226,4,3.035787,513,521,533,529
5227,0,-2.055480,477,485,480,493
5228,3,0.632456,505,520,507,488
5229,3,0.853815,490,519,513,505
5230,1,-0.505964,498,485,506,495
5231,0,-1.486271,487,488,480,498
5232,0,-0.948683,500,479,493,498
5233,1,-0.695701,504,480,496,498
5234,0,-2.118726,483,493,465,492
5235,1,-0.885438,498,490,503,481
5236,2,-0.063246,503,502,499,494
5237,4,0.917061,511,506,501,511
5238,2,-0.221359,517,481,503,492
5239,3,0.727324,516,501,507,499
5240,0,-0.980306,485,498,493,493
5241,3,0.379473,509,497,502,504
5242,1,-1.328157,493,501,467,497
5243,3,1.106797,516,516,495,508
5244,3,0.790569,523,508,485,509
5245,3,1.423025,493,512,531,509
5246,2,0.284605,483,515,494,517
5247,4,2.719559,515,518,524,529
5248,1,-0.727324,492,494,512,479
5249,4,1.707630,515,503,525,511
5250,1,-0.411096,493,495,511,488
5251,3,0.158114,512,510,478,505
5252,3,0.189737,507,494,504,501
5253,3,2.466577,522,521,496,539
5254,3,1.581139,517,519,489,525
5255,1,-1.201666,496,506,486,474
5256,0,-0.632456,496,497,495,492
5257,0,-2.340085,467,493,468,498
5258,3,1.043552,515,494,503,521
5259,1,-0.600833,477,516,489,499
5260,3,0.917061,507,513,519,490
5261,4,0.853815,502,516,505,504
5262,4,0.980306,503,503,519,506
5263,4,3.699865,535,518,534,530
5264,2,0.158114,508,499,502,496
5265,4,2.118726,504,513,521,529
5266,0,-1.106797,480,492,493,500
5267,3,1.802498,531,522,511,493
5268,1,-1.296534,502,491,492,474
5269,1,-0.632456,497,490,513,480
5270,3,0.885438,506,488,509,525
5271,2,1.233288,500,540,498,501
5272,3,1.897367,519,516,500,525
5273,2,-0.316228,493,502,494,501
5274,1,-1.612762,481,488,478,502
5275,2,0.474342,486,515,490,524
5276,0,-1.897367,487,474,494,485
5277,3,0.379473,501,500,507,504
5278,2,0.063246,514,503,497,488
5279,3,0.569210,509,507,494,508
5280,4,2.055480,518,520,507,520
5281,2,-0.569210,480,508,503,491
5282,3,0.411096,503,504,511,495
5283,2,0.000000,481,506,495,518
5284,0,-0.347851,499,496,494,500
5285,3,0.917061,509,510,499,511
5286,2,-1.043552,511,502,483,471
5287,2,0.474342,495,509,518,493
5288,2,-1.075174,503,465,492,506
5289,4,1.897367,501,530,520,509
5290,1,-1.328157,480,508,487,483
5291,3,0.600833,499,510,509,501
5292,3,0.948683,512,516,499,503
5293,1,-1.011929,485,503,488,492
5294,4,2.276840,528,505,526,513
5295,2,0.094868,499,520,483,501
5296,4,1.770875,510,515,526,505
5297,2,-0.727324,501,500,501,475
5298,0,-2.814427,476,489,479,467
5299,0,-1.834121,479,484,493,486
5300,3,1.423025,515,499,509,522
5301,1,-1.676007,491,476,506,474
5302,2,1.075174,496,499,520,519
5303,2,0.695701,505,498,520,499
5304,3,0.917061,508,506,520,495
5305,2,0.474342,497,498,508,512
5306,0,-2.118726,487,490,471,485
5307,3,1.581139,516,497,511,526
5308,2,-0.126491,505,509,487,495
5309,2,-0.948683,504,483,505,478
5310,1,-0.664078,491,512,482,494
5311,3,2.213594,514,532,500,524
5312,2,0.885438,493,514,524,497
5313,0,-1.928989,500,478,495,466
5314,0,-2.213594,487,478,482,483
5315,4,0.758947,505,507,505,507
5316,1,-1.865744,481,506,469,485
5317,3,1.011929,525,501,509,497
5318,1,-1.549516,495,503,479,474
5319,1,-0.442719,508,500,489,489
5320,2,-1.170043,483,464,515,501
5321,3,1.423025,502,521,495,527
5322,4,3.763110,544,526,508,541
5323,0,-1.106797,493,498,486,488
5324,3,0.347851,502,503,479,527
5325,4,2.940918,503,527,527,536
5326,1,-0.980306,508,496,476,489
5327,2,-0.695701,507,517,472,482
5328,4,1.549516,507,507,514,521
5329,3,2.023858,500,526,521,517
5330,3,0.569210,501,488,516,513
5331,0,-0.885438,493,495,497,487
5332,3,0.917061,503,499,517,510
5333,2,0.758947,495,523,511,495
5334,1,-1.486271,501,490,478,484
5335,1,-1.486271,478,483,490,502
5336,2,0.252982,502,488,522,496
5337,4,1.011929,502,503,512,515
5338,0,-2.308463,479,484,489,475
5339,0,-1.106797,498,470,498,499
5340,0,-1.264911,493,480,489,498
5341,0,-0.379473,494,497,499,498
5342,1,-1.897367,478,478,503,481
5343,1,-1.549516,505,484,477,485
5344,3,0.948683,506,504,525,495
5345,1,-0.695701,513,496,490,479
5346,3,0.758947,515,510,508,491
5347,2,-0.252982,501,490,513,488
5348,2,0.695701,494,519,487,522
5349,0,-1.423025,490,493,495,477
5350,0,-1.106797,491,487,493,494
5351,2,-0.980306,503,508,475,483
5352,4,1.581139,508,511,524,507
5353,2,0.347851,514,498,508,491
5354,2,-0.695701,507,506,477,488
5355,2,0.189737,500,501,496,509
5356,2,-0.126491,476,497,514,509
5357,3,1.138420,514,489,509,524
5358,4,1.802498,513,522,507,515
5359,1,-0.790569,494,492,484,505
5360,0,-1.423025,496,498,484,477
5361,2,-0.727324,481,488,504,504
5362,2,0.284605,502,493,500,514
5363,1,-0.664078,492,490,486,511
5364,1,-1.391402,486,502,480,488
5365,1,-0.600833,482,493,487,519
5366,3,0.474342,505,517,490,503
5367,3,1.011929,524,505,500,503
5368,3,0.727324,514,507,505,497
5369,4,1.296534,504,517,518,502
5370,1,-2.181972,475,483,503,470
5371,3,0.885438,526,512,484,506
5372,2,-1.075174,480,466,516,504
5373,1,-2.150349,483,457,517,475
5374,1,-2.150349,461,523,457,491
5375,1,-1.138420,474,501,492,497
5376,3,0.505964,513,510,505,488
5377,2,-0.094868,492,478,509,518
5378,0,-2.846050,467,485,473,485
5379,2,0.885438,519,522,488,499
5380,4,2.624690,529,505,521,528
5381,3,1.517893,509,531,496,512
5382,4,1.928989,512,522,507,520
5383,3,2.340085,519,497,539,519
5384,4,2.371708,522,502,516,535
5385,1,0.189737,499,516,494,497
5386,1,-0.758947,496,494,485,501
5387,4,1.233288,502,517,502,518
5388,3,1.739253,529,528,502,496
5389,4,1.960612,520,517,520,505
5390,3,0.727324,496,512,511,504
5391,0,-2.498199,492,485,475,469
5392,4,1.739253,513,527,509,506
5393,3,1.138420,500,501,511,524
5394,4,1.770875,515,504,527,510
5395,1,-0.442719,493,528,477,488
5396,1,-0.980306,485,494,488,502
5397,1,-1.928989,475,473,506,485
5398,4,2.245217,506,510,517,538
5399,1,-2.656313,467,456,502,491
5400,3,0.316228,506,509,485,510
5401,2,0.094868,514,490,521,478
5402,1,-1.581139,482,508,481,479
5403,2,0.537587,499,486,525,507
5404,3,1.359779,495,527,502,519
5405,2,-0.758947,482,510,483,501
5406,2,-0.632456,493,477,502,508
5407,4,1.992235,514,506,531,512
5408,2,-0.474342,504,511,493,477
5409,1,-0.632456,501,494,488,497
5410,0,-1.770875,465,492,490,497
5411,4,0.727324,503,510,504,506
5412,4,1.391402,512,519,503,510
5413,4,2.909295,531,518,521,522
5414,2,-0.347851,486,506,502,495
5415,1,-0.537587,489,489,500,505
5416,3,0.980306,516,515,496,504
5417,2,0.632456,494,508,518,500
5418,3,1.138420,515,515,499,507
5419,4,3.699865,535,525,521,536
5420,3,1.612762,515,518,498,520
5421,2,0.948683,495,525,495,515
5422,0,-1.549516,480,490,500,481
5423,4,4.110961,533,536,512,549
5424,3,0.917061,499,512,501,517
5425,3,0.917061,498,513,513,505
5426,1,-0.537587,499,483,508,493
5427,3,0.284605,509,476,512,512
5428,2,0.537587,520,503,497,497
5429,0,-1.264911,490,485,490,495
5430,4,3.446883,540,517,514,538
5431,4,1.865744,516,516,510,517
5432,1,-1.328157,477,482,496,503
5433,0,-0.695701,499,499,487,493
5434,2,-1.011929,487,502,501,478
5435,3,1.359779,520,483,519,521
5436,4,3.193900,530,538,521,512
5437,0,-2.782804,476,490,464,482
5438,4,2.340085,522,516,515,521
5439,0,-0.664078,493,495,491,500
5440,0,-2.687936,489,469,497,460
5441,1,-0.822192,490,479,505,500
5442,4,2.846050,520,516,522,532
5443,3,2.023858,529,521,499,515
5444,4,1.138420,505,514,507,510
5445,1,-0.790569,470,517,491,497
5446,1,-0.632456,493,485,504,498
5447,4,2.972541,523,535,519,517
5448,2,0.442719,497,511,510,496
5449,1,-0.000000,493,515,495,497
5450,1,-0.411096,491,502,497,497
5451,2,-0.917061,513,475,476,507
5452,1,-1.770875,484,509,467,484
5453,1,-0.284605,492,515,497,487
5454,2,0.948683,511,492,531,496
5455,2,-0.316228,488,513,481,508
5456,2,-0.063246,498,512,485,503
5457,3,1.201666,516,524,504,494
5458,0,-1.264911,495,489,498,478
5459,3,1.517893,517,527,508,496
5460,1,-0.474342,510,491,486,498
5461,0,-3.794733,473,459,477,471
5462,3,0.252982,502,506,492,508
5463,2,0.853815,520,511,497,499
5464,4,3.763110,525,545,537,512
5465,0,-0.442719,491,498,500,497
5466,4,1.960612,516,507,521,518
5467,0,-0.948683,487,496,487,500
5468,3,0.695701,507,510,494,511
5469,3,0.094868,505,510,483,505
5470,1,-1.834121,478,483,502,479
5471,4,1.770875,517,509,528,502
5472,2,-0.063246,511,495,490,502
5473,2,-0.158114,497,511,507,480
5474,4,3.794733,530,535,530,525
5475,0,-2.656313,496,448,495,477
5476,2,0.221359,499,490,514,504
5477,3,0.221359,508,510,488,501
5478,3,0.980306,498,519,505,509
5479,2,-0.284605,481,501,511,498
5480,1,-1.075174,489,502,490,485
5481,3,0.569210,509,518,484,507
5482,0,-1.865744,485,486,483,487
5483,0,-1.928989,486,492,488,473
5484,1,-0.505964,508,497,494,485
5485,4,3.478505,533,522,515,540
5486,3,1.423025,514,523,508,500
5487,1,-1.043552,497,507,466,497
5488,2,-0.379473,504,486,503,495
5489,4,1.075174,504,509,514,507
5490,2,0.158114,503,494,521,487
5491,0,-1.644384,480,496,489,483
5492,2,0.569210,520,495,508,495
5493,4,3.193900,519,517,535,530
5494,2,-0.031623,503,496,502,498
5495,0,-0.505964,486,499,499,500
5496,2,-0.126491,501,487,500,508
5497,3,0.063246,485,511,503,503
5498,3,0.600833,515,518,482,504
5499,4,2.403331,526,517,514,519
5500,3,0.758947,522,502,493,507
5501,1,-0.727324,491,510,494,482
5502,3,1.170043,523,505,500,509
5503,2,0.031623,502,508,496,495
5504,0,-3.099032,479,469,470,484
5505,3,0.284605,502,503,496,508
5506,4,3.257146,525,529,518,531
5507,4,3.541751,537,527,518,530
5508,1,-0.505964,494,483,518,489
5509,2,0.347851,514,497,501,499
5510,2,-0.158114,480,506,510,499
5511,0,-1.201666,493,497,486,486
5512,2,0.126491,497,516,485,506
5513,3,0.505964,513,485,501,517
5514,1,-0.347851,500,492,505,492
5515,0,-2.118726,473,485,478,497
5516,1,-1.549516,484,503,475,489
5517,4,1.707630,512,506,522,514
5518,3,0.474342,497,509,508,501
5519,1,0.031623,512,497,495,497
5520,2,0.063246,494,499,507,502
5521,1,0.347851,499,518,498,496
5522,1,-1.043552,477,497,511,482
5523,4,3.035787,520,512,532,532
5524,1,-0.790569,480,506,496,493
5525,1,-1.011929,487,499,504,478
5526,1,0.031623,494,495,515,497
5527,3,3.352014,534,526,500,546
5528,1,-0.632456,507,492,482,499
5529,0,-1.739253,491,489,482,483
5530,1,-1.170043,501,491,480,491
5531,1,-0.094868,497,495,493,512
5532,4,1.770875,514,502,512,528
5533,1,-2.371708,474,504,486,461
5534,2,0.632456,498,520,493,509
5535,2,0.505964,491,496,509,520
5536,1,-1.359779,485,523,467,482
5537,3,0.031623,509,489,501,502
5538,4,4.680171,546,546,521,535
5539,4,1.770875,504,522,506,524
5540,3,1.201666,506,523,496,513
5541,2,-0.758947,504,506,478,488
5542,3,0.790569,516,498,507,504
5543,1,0.000000,494,525,486,495
5544,4,1.454648,514,518,507,507
5545,2,-0.000000,487,500,508,505
5546,4,1.834121,509,503,518,528
5547,1,-1.865744,477,505,484,475
5548,3,1.897367,518,533,495,514
5549,3,0.189737,508,506,487,505
5550,4,1.106797,514,502,515,504
5551,3,0.758947,508,502,514,500
5552,1,-0.031623,500,489,515,495
5553,1,-1.391402,501,489,486,480
5554,0,-0.853815,488,500,486,499
5555,3,0.474342,517,489,505,504
5556,4,3.004164,523,519,518,535
5557,0,-1.865744,492,484,492,473
5558,1,-1.106797,486,477,502,500
5559,4,1.581139,508,526,502,514
5560,0,-2.213594,491,478,490,471
5561,3,2.909295,539,496,550,507
5562,1,0.126491,523,496,491,494
5563,1,-1.106797,482,501,489,493
5564,3,1.233288,510,493,516,520
5565,1,-1.391402,483,491,503,479
5566,2,-0.094868,493,495,502,507
5567,3,1.581139,510,534,497,509
5568,2,0.316228,496,501,497,516
5569,1,-1.043552,483,488,495,501
5570,4,0.917061,511,502,505,511
5571,1,-1.328157,478,483,507,490
5572,1,0.031623,492,495,519,495
5573,3,1.770875,525,493,511,527
5574,1,-1.296534,481,474,524,480
5575,1,-1.201666,496,483,506,477
5576,4,0.695701,501,513,503,505
5577,2,-0.031623,498,493,506,502
5578,2,-0.379473,501,505,488,494
5579,4,1.138420,512,514,504,506
5580,3,1.075174,498,512,503,521
5581,2,0.284605,493,498,511,507
5582,1,-0.189737,489,486,520,499
5583,0,-0.885438,490,499,495,488
5584,2,0.221359,489,495,511,512
5585,4,2.213594,517,521,521,511
5586,2,0.221359,513,478,516,500
5587,0,-0.727324,498,500,481,498
5588,4,0.790569,514,505,504,502
5589,4,2.403331,523,523,507,523
5590,3,1.043552,516,502,518,497
5591,1,-0.664078,491,510,484,494
5592,3,1.328157,522,489,528,503
5593,2,-0.347851,504,488,503,494
5594,2,-1.770875,510,519,464,451
5595,0,-3.510128,469,469,475,476
5596,1,-0.600833,506,493,488,494
5597,4,2.593068,524,519,518,521
5598,2,0.094868,484,484,508,527
5599,1,-0.600833,496,513,491,481
5600,1,-0.664078,490,502,493,494
5601,4,2.877673,521,507,534,529
5602,2,-0.189737,513,476,517,488
5603,3,0.189737,484,506,505,511
5604,1,-1.423025,498,463,502,492
5605,1,-0.442719,497,509,491,489
5606,2,0.727324,522,498,495,508
5607,2,0.189737,498,511,505,492
5608,4,1.644384,525,510,510,507
5609,3,0.252982,492,503,505,508
5610,3,0.790569,500,509,511,505
5611,3,0.885438,507,511,499,511
5612,0,-2.466577,477,473,491,481
5613,4,1.201666,506,504,503,525
5614,2,0.411096,497,514,500,502
5615,3,0.063246,481,515,503,503
5616,2,-0.189737,495,503,491,505
5617,1,-1.549516,481,503,478,489
5618,4,2.656313,521,532,505,526
5619,4,2.656313,502,548,501,533
5620,4,2.466577,540,523,511,504
5621,0,-2.846050,488,477,471,474
5622,0,-2.940918,488,472,457,490
5623,3,1.676007,516,536,496,505
5624,3,0.126491,495,501,501,507
5625,2,-0.063246,510,488,499,501
5626,4,0.948683,510,503,511,506
5627,3,0.758947,516,491,514,503
5628,3,0.474342,501,499,512,503
5629,4,3.636619,529,532,520,534
5630,2,-0.379473,507,507,481,493
5631,1,-1.170043,495,501,474,493
5632,2,-0.063246,504,512,484,498
5633,2,0.316228,508,513,498,491
5634,4,0.600833,508,505,503,503
5635,4,2.656313,517,526,525,516
5636,4,2.561445,527,514,514,526
5637,1,-0.411096,495,495,494,503
5638,4,1.707630,511,528,506,509
5639,4,2.782804,535,527,501,525
5640,2,0.505964,507,494,498,517
5641,0,-1.359779,499,487,488,483
5642,2,-0.505964,493,506,484,501
5643,3,1.043552,527,505,501,500
5644,1,-1.043552,497,479,507,484
5645,4,2.150349,511,514,519,524
5646,4,1.834121,525,503,508,522
5647,0,-1.486271,490,499,489,475
5648,0,-0.569210,497,497,496,492
5649,2,-0.411096,501,482,505,499
5650,0,-1.233288,491,488,492,490
5651,0,-2.656313,471,496,474,475
5652,0,-1.612762,490,497,478,484
5653,3,1.486271,514,493,521,519
5654,3,1.486271,527,501,522,497
5655,1,-2.466577,470,452,513,487
5656,4,2.498199,510,515,509,545
5657,3,1.486271,524,527,504,492
5658,3,1.739253,523,514,488,530
5659,1,-0.727324,496,486,488,507
5660,4,3.130655,537,528,532,502
5661,3,1.138420,498,502,508,528
5662,0,-1.802498,468,488,500,487
5663,3,2.181972,527,496,541,505
5664,2,0.632456,522,520,491,487
5665,3,2.245217,520,512,499,540
5666,2,-0.031623,492,513,492,502
5667,4,4.458812,547,524,533,537
5668,1,-0.126491,483,499,521,493
5669,3,0.822192,498,513,511,504
5670,0,-1.581139,488,486,477,499
5671,0,-1.486271,471,492,498,492
5672,2,0.505964,492,517,500,507
5673,1,-0.316228,499,513,491,487
5674,2,-0.094868,503,497,495,502
5675,4,0.980306,514,503,511,503
5676,1,-0.727324,478,533,469,497
5677,2,0.790569,534,493,495,503
5678,2,-0.316228,490,502,506,492
5679,2,0.252982,494,505,514,495
5680,4,1.517893,515,514,504,515
5681,1,-0.505964,494,500,501,489
5682,4,0.980306,509,502,510,510
5683,0,-1.423025,494,486,497,478
5684,1,-0.569210,513,494,493,482
5685,3,0.221359,502,494,507,504
5686,3,0.347851,513,490,507,501
5687,2,0.853815,489,492,529,517
5688,1,-1.075174,513,488,481,484
5689,1,-1.549516,493,480,504,474
5690,4,2.561445,519,520,510,532
5691,3,0.980306,521,499,506,505
5692,1,-0.252982,498,481,516,497
5693,1,-0.980306,483,507,481,498
5694,2,0.790569,494,497,514,520
5695,2,-0.031623,505,498,506,490
5696,1,-0.980306,491,486,507,485
5697,2,1.170043,496,524,493,524
5698,0,-2.371708,477,480,492,476
5699,1,-0.031623,520,495,500,484
5700,4,1.960612,508,521,514,519
5701,2,-0.411096,507,503,492,485
5702,4,1.391402,510,504,529,501
5703,4,2.150349,515,520,517,516
5704,2,0.252982,499,498,509,502
5705,0,-3.510128,471,493,466,459
5706,4,2.118726,507,506,524,530
5707,2,-1.296534,507,473,505,474
5708,3,0.727324,494,524,502,503
5709,2,0.284605,503,507,499,500
5710,2,-0.600833,501,506,490,484
5711,1,-0.442719,500,504,488,494
5712,4,3.984470,518,539,537,532
5713,2,-0.284605,512,478,514,487
5714,3,1.897367,518,534,509,499
5715,2,-0.537587,486,513,476,508
5716,4,3.383637,528,520,533,526
5717,3,0.221359,487,502,505,513
5718,4,1.770875,518,510,515,513
5719,2,-0.221359,501,503,500,489
5720,3,1.138420,529,478,514,515
5721,3,0.727324,512,505,507,499
5722,4,2.276840,515,514,526,517
5723,3,1.454648,534,492,516,504
5724,2,-0.094868,512,485,506,494
5725,3,0.474342,502,512,497,504
5726,2,0.094868,500,518,483,502
